SourceId	SourceLabel	SourceEntityType	EdgeLabel	TargetId	TargetLabel	TargetEntityType	PUBMED_ID	nsent	ntagged_nsent	nsent_nrelation	period
10090	mouse	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16497104	56	56	56	2006-01-01
10090	mouse	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	16497104	56	56	56	2006-01-01
10090	mouse	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	16497104	56	56	56	2006-01-01
10095	mice	S	co-occurrence	P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	17119325	25	25	25	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16497104	59	59	59	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16629180	116	116	116	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	17007103	82	82	82	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	16497104	59	59	59	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	16629180	116	116	116	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	17007103	82	82	82	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	16497104	59	59	59	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	16629180	116	116	116	2006-01-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	17007103	82	82	82	2006-01-01
10095	mice	S	co-occurrence	P81172;Q5NVR8;Q99MH3;Q9EQ21	Hepc	P	16629180	116	116	116	2006-01-01
10095	mice	S	co-occurrence	Q13946;Q5EBA8;Q6DCX5;Q6PEM8;Q7ZWG6;Q96NT5;Q97FI7;Q9I747	Hcp1	P	17007103	79	79	79	2006-01-01
10095	mice	S	co-occurrence	Q13946;Q5EBA8;Q6DCX5;Q6PEM8;Q7ZWG6;Q96NT5;Q97FI7;Q9I747	Hcp1	P	17007103	82	82	82	2006-01-01
10095	mice	S	co-occurrence	Q15853;Q63665;Q64705	USF2	P	16629180	116	116	116	2006-01-01
10095	mice	S	co-occurrence	Q4GZT4;Q5MB13;Q7TMS5;Q80W57;Q8MIB3;Q9UNQ0	Abcg2	P	17007103	82	82	82	2006-01-01
10095	mice	S	co-occurrence	Q6ZVN8;Q7TQ32;Q8N7M5	Hfe2	P	17007103	82	82	82	2006-01-01
10095	mice	S	co-occurrence	Q6ZVN8;Q7TQ32;Q8N7M5	hemojuvelin	P	17007103	82	82	82	2006-01-01
10095	mice	S	co-occurrence	Q923U9;Q9I9R3;Q9JHI9;Q9NP59	Fpn1	P	17007103	82	82	82	2006-01-01
13489	Dicentrarchuslabrax	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16616368	47	47	47	2006-01-01
13489	Dicentrarchuslabrax	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	16616368	47	47	47	2006-01-01
13489	Dicentrarchuslabrax	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	16616368	47	47	47	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16848710	97	97	97	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16909922	89	89	89	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	17124036	18	18	18	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	16848710	97	97	97	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	16909922	89	89	89	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	17124036	18	18	18	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	16848710	97	97	97	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	16909922	89	89	89	2006-01-01
28829	sole	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	17124036	18	18	18	2006-01-01
9606	Human	S	co-occurrence	O05689;O19062;P02741;P02742;P08462;P0A2T6;P0A2T7;P0ACJ8;P0ACJ9;P0ACK0;P0ACK1;P14847;P18151;P21291;P29281;P34117;P41964;P47875;P48199;P49254;P49262;P52753;P67966;P67967;P97315;Q07203	CRP	P	17119323	35	35	35	2006-01-01
9606	Human	S	co-occurrence	O19062;P02741;P02742;P12245;P14847;P19094;P48199;P49254;P49262;Q07203	C-reactiveprotein	P	17119323	35	35	35	2006-01-01
9606	Human	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	16570681	122	122	122	2006-01-01
9606	Human	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	16570681	125	125	125	2006-01-01
9606	Human	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	16570681	127	127	127	2006-01-01
9606	Human	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	16570681	134	134	134	2006-01-01
9606	Human	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	16570681	136	136	136	2006-01-01
9606	Human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16570681	122	122	122	2006-01-01
9606	Human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16570681	135	135	135	2006-01-01
9606	Human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16570681	136	136	136	2006-01-01
9606	Human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	16629180	119	119	119	2006-01-01
9606	Human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepc	P	17119323	32	32	32	2006-01-01
9606	Human	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	Hepcidin	P	16570681	122	122	122	2006-01-01
