SourceId	SourceLabel	SourceEntityType	EdgeLabel	TargetId	TargetLabel	TargetEntityType	PUBMED_ID	nsent	ntagged_nsent	nsent_nrelation	period
10090	mouse	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	16103673	35	35	35	2005-01-01
10090	mouse	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	16103673	35	35	35	2005-01-01
10090	mouse	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	hfe	P	16103673	35	35	35	2005-01-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	16103673	35	35	35	2005-01-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	16339690	5	5	5	2005-01-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	Hamp	P	16103673	35	35	35	2005-01-01
10090	mouse	S	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	Hamp	P	16339690	5	5	5	2005-01-01
10090	mouse	S	co-occurrence	Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	15665091	91	91	91	2005-01-01
10090	mouse	S	co-occurrence	Q923U9;Q9I9R3;Q9JHI9;Q9NP59	Ferroportin1	P	15665091	91	91	91	2005-01-01
10090	mouse	S	co-occurrence	Q923U9;Q9I9R3;Q9JHI9;Q9NP59	ferroportin1	P	15665091	91	91	91	2005-01-01
10090	mouse	S	co-occurrence	Q9JKX3;Q9UP52	TFR2	P	16103673	35	35	35	2005-01-01
10090	mouse	S	co-occurrence	Q9JKX3;Q9UP52	TfR2	P	16103673	35	35	35	2005-01-01
10095	mice	S	co-occurrence	O35736;P05231;P08505;P20607;P26892;P26893;P29455;P41323;P41683;P41693;P46650;P51494;P79341;Q25BC2;Q28319;Q28747;Q28819;Q2MH06;Q5I6E3;Q6V919;Q865W7;Q865X6;Q8MKH0;Q95181;Q9MZR1;Q9XT80	IL-6	P	15345587	118	118	118	2005-01-01
10095	mice	S	co-occurrence	O35736;P05231;P08505;P20607;P26892;P26893;P29455;P41323;P41683;P41693;P46650;P51494;P79341;Q25BC2;Q28319;Q28747;Q28819;Q2MH06;Q5I6E3;Q6V919;Q865W7;Q865X6;Q8MKH0;Q95181;Q9MZR1;Q9XT80	IL-6	P	15684062	64	64	64	2005-01-01
10095	mice	S	co-occurrence	O35736;P05231;P08505;P20607;P26892;P26893;P29455;P41323;P41683;P41693;P46650;P51494;P79341;Q25BC2;Q28319;Q28747;Q28819;Q2MH06;Q5I6E3;Q6V919;Q865W7;Q865X6;Q8MKH0;Q95181;Q9MZR1;Q9XT80	IL-6	P	15684062	67	67	67	2005-01-01
